-720,-360,360
-900,0,900
-180,180,360
-720,180,900
0,0,0
-540,-180,360
-180,-180,0
-180,180,360
-360,-360,0
0,0,0
-180,180,360
-2520,-360,2160
-540,-540,0
-900,180,1080
-900,-360,540
-360,0,360
-540,0,540
-2160,-360,1800
-1260,0,1260
-1980,360,2340
-1080,0,1080
-360,180,540
-1260,540,1800
-720,180,900
-540,-540,0
-900,-180,720
-180,0,180
-540,180,720
-360,-180,180
-540,0,540
0,0,0
-180,0,180
-1080,-540,540
-1620,540,2160
-180,0,180
-900,-180,720
-720,-180,540
-540,-540,0
-900,0,900
-1080,720,1800
-180,180,360
-720,-180,540
-720,180,900
-2340,180,2520
-2700,-540,2160
0,0,0
-360,0,360
-540,0,540
-900,0,900
-180,0,180
-3060,180,3240
0,0,0
-540,180,720
0,0,0
0,180,180
-540,0,540
-180,180,360
-360,0,360
-540,180,720
-180,-180,0
-540,0,540
-540,-360,180
-360,180,540
-2340,-360,1980
-1080,180,1260
-180,180,360
-360,0,360
-180,0,180
-2520,-180,2340
-1080,0,1080
-180,-180,0
-360,360,720
-360,360,720
-900,-360,540
-900,-180,720
-180,0,180
-1080,-540,540
-900,360,1260
-180,-180,0
-360,-180,180
-720,0,720
-1080,-360,720
-1620,-180,1440
-540,360,900
-1260,0,1260
-720,360,1080
-1260,180,1440
0,180,180
0,0,0
-180,180,360
-720,180,900
-360,0,360
-1260,-360,900
-3240,540,3780
-180,0,180
-2160,0,2160
-180,0,180
-1800,360,2160
-360,360,720
-540,0,540
-540,0,540
-540,-180,360
-900,-180,720
0,0,0
-360,360,720
-1080,-180,900
-1080,-360,720
-540,-180,360
-180,0,180
-540,180,720
-180,0,180
-2340,1440,3780
0,180,180
-1620,0,1620
0,0,0
-180,0,180
-540,360,900
0,0,0
-1980,-900,1080
-900,0,900
-360,-180,180
-1440,-720,720
-360,180,540
0,0,0
-540,-180,360
-2700,-720,1980
-1260,0,1260
-540,0,540
-360,0,360
-1980,1260,3240
-1440,0,1440
-720,-180,540
-180,0,180
-720,0,720
-720,0,720
-2340,-360,1980
-720,360,1080
0,0,0
-360,540,900
-1440,-180,1260
-180,-180,0
-2700,-180,2520
-720,360,1080
0,0,0
-720,0,720
-360,180,540
-2160,0,2160
-180,180,360
0,0,0
-180,0,180
-720,-540,180
-180,0,180
-720,-180,540
-180,-180,0
-1080,-360,720
-1080,360,1440
-1260,540,1800
0,0,0
-180,0,180
-900,180,1080
-1440,180,1620
-180,180,360
0,0,0
-540,0,540
-1620,180,1800
-1080,180,1260
-540,180,720
-1260,360,1620
-180,-180,0
-720,0,720
-360,-180,180
-180,360,540
-720,180,900
0,0,0
-540,-180,360
-1620,360,1980
-900,180,1080
-1260,0,1260
-900,0,900
-540,0,540
-1080,180,1260
-900,0,900
0,0,0
-180,180,360
-360,0,360
-180,0,180
-540,0,540
-540,360,900
-1620,-720,900
-1620,0,1620
-900,0,900
-540,0,540
0,0,0
-540,-360,180
-1080,-900,180
-900,-540,360
0,0,0
0,0,0
-1080,0,1080
-1980,180,2160
-1440,-900,540
-720,180,900
0,0,0
-180,0,180
-900,180,1080
-360,-180,180
-2160,0,2160
-720,180,900
-1260,540,1800
0,180,180
0,0,0
-720,-360,360
-180,180,360
-1080,720,1800
0,0,0
-180,0,180
-180,0,180
-360,-180,180
-540,360,900
-360,-180,180
-360,0,360
-540,0,540
-1080,540,1620
-1080,-360,720
-1260,180,1440
-360,-360,0
-1440,360,1800
0,0,0
-540,180,720
-360,-180,180
-1800,-180,1620
-180,180,360
-3060,-360,2700
-180,0,180
-540,180,720
-1260,0,1260
0,180,180
-360,-180,180
-2160,-900,1260
-1440,360,1800
-1080,-360,720
-900,-180,720
-720,-180,540
-1440,-180,1260
-1800,180,1980
-180,180,360
-720,0,720
-180,0,180
-900,180,1080
-360,0,360
-1080,180,1260
-1980,0,1980
-900,-540,360
-1440,180,1620
-360,0,360
-360,180,540
-180,-180,0
-270,270,540
0,0,0
-270,-810,-540
0,0,0
-270,0,270
-810,-270,540
0,270,270
-270,0,270
-810,1080,1890
0,0,0
-1080,0,1080
-270,0,270
0,0,0
-2430,-270,2160
-270,-270,0
-1890,1350,3240
0,0,0
-2160,0,2160
-540,-270,270
0,0,0
-270,540,810
-1620,810,2430
0,0,0
0,0,0
0,0,0
-1080,270,1350
-2430,-270,2160
-540,-270,270
0,0,0
0,0,0
-270,-270,0
-540,0,540
-270,0,270
0,0,0
0,0,0
-810,-270,540
-540,270,810
270,270,0
0,0,0
-270,0,270
-270,270,540
-270,0,270
0,0,0
-540,0,540
0,0,0
-810,-540,270
-2700,0,2700
0,270,270
0,0,0
0,0,0
0,270,270
0,0,0
0,0,0
0,0,0
-270,0,270
-1080,-540,540
0,0,0
-270,0,270
0,270,270
-540,0,540
0,0,0
-810,270,1080
0,0,0
-270,0,270
-810,-270,540
0,0,0
-810,-270,540
0,0,0
-540,270,810
270,270,0
0,0,0
0,0,0
-1350,0,1350
0,540,540
-270,-270,0
-1080,-540,540
-270,0,270
-1890,540,2430
-4050,0,4050
0,0,0
0,0,0
-2700,270,2970
0,0,0
0,0,0
-1620,270,1890
-270,-270,0
0,0,0
-5400,810,6210
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-810,-270,540
-1080,0,1080
-810,-540,270
0,0,0
0,0,0
-540,0,540
0,0,0
0,270,270
0,0,0
-540,-270,270
-810,270,1080
-270,0,270
-270,0,270
-270,-270,0
-1890,-810,1080
0,270,270
0,0,0
-270,0,270
-540,270,810
0,0,0
0,0,0
-270,270,540
-1620,-270,1350
-270,0,270
-1080,270,1350
0,0,0
-810,-810,0
0,270,270
0,0,0
-540,-270,270
0,0,0
0,0,0
0,0,0
-810,-270,540
-1620,540,2160
0,0,0
0,0,0
0,0,0
0,0,0
-270,-270,0
0,0,0
-540,0,540
0,0,0
0,270,270
-270,0,270
-2160,-540,1620
0,0,0
-810,-540,270
-810,1350,2160
0,0,0
-540,0,540
270,270,0
-540,0,540
0,0,0
-540,-270,270
-270,270,540
-270,0,270
0,0,0
0,0,0
-1080,-1350,-270
-1890,270,2160
0,0,0
0,0,0
0,0,0
-2430,-1080,1350
0,0,0
0,0,0
-540,-270,270
-810,0,810
-810,0,810
-270,0,270
0,0,0
0,270,270
0,0,0
0,0,0
-810,-270,540
-270,0,270
0,0,0
-3240,1350,4590
-270,0,270
0,0,0
-270,0,270
-1890,0,1890
0,0,0
0,0,0
-1620,-540,1080
-270,0,270
-540,-540,0
-540,-270,270
-540,-270,270
-270,0,270
-1350,-270,1080
0,0,0
-1350,0,1350
0,0,0
0,270,270
0,0,0
0,0,0
0,0,0
-540,-540,0
0,0,0
0,0,0
0,0,0
0,0,0
-270,0,270
0,0,0
0,-270,-270
0,0,0
-270,0,270
0,0,0
-270,0,270
270,270,0
0,270,270
0,0,0
0,0,0
-2430,-270,2160
0,0,0
0,270,270
-1350,-270,1080
0,0,0
-540,-270,270
0,0,0
-540,-270,270
0,0,0
0,0,0
0,270,270
-1350,-810,540
270,270,0
0,0,0
0,0,0
0,0,0
-270,0,270
-270,0,270
-540,540,1080
-1620,1080,2700
-270,0,270
0,0,0
0,0,0
-540,-270,270
-2430,0,2430
-270,0,270
-270,-270,0
0,0,0
-1080,0,1080
-2160,0,2160
-540,0,540
0,0,0
-270,0,270
-270,270,540
-1890,1080,2970
-1350,-810,540
0,540,540
-270,810,1080
0,180,180
-360,0,360
-900,180,1080
-1800,360,2160
-1260,-540,720
-360,540,900
-1260,-720,540
-360,180,540
0,0,0
-1440,180,1620
-360,0,360
-720,0,720
-180,-360,-180
-900,0,900
-180,180,360
-360,-180,180
-360,180,540
-360,0,360
-900,360,1260
-540,180,720
-360,0,360
-900,0,900
-360,-360,0
-1080,180,1260
-1440,-360,1080
-900,180,1080
-360,-180,180
-360,0,360
0,0,0
-360,0,360
-360,0,360
-180,180,360
0,0,0
-720,180,900
-540,180,720
-1260,-720,540
-1260,-360,900
-180,0,180
0,-180,-180
-540,180,720
-720,-180,540
-180,-180,0
-180,360,540
-180,180,360
-360,-180,180
-360,-180,180
-360,0,360
-540,360,900
0,360,360
-360,0,360
0,180,180
-360,0,360
-360,360,720
0,180,180
-1080,180,1260
-1800,-720,1080
-540,0,540
-180,-180,0
-540,180,720
-180,-180,0
-180,0,180
-900,-540,360
-180,-180,0
-900,360,1260
-180,0,180
-540,-180,360
-1260,180,1440
-900,-540,360
-720,0,720
-1260,360,1620
-540,0,540
-1620,360,1980
-540,0,540
-540,180,720
-720,-540,180
-900,0,900
-180,0,180
-1080,540,1620
-1080,-720,360
-1080,-180,900
-540,0,540
-360,-180,180
-180,360,540
-180,0,180
-360,180,540
-180,-180,0
-180,0,180
0,540,540
-1080,180,1260
-1080,-360,720
-720,0,720
-180,360,540
-180,-180,0
-1440,360,1800
-1080,-180,900
-2160,540,2700
-1440,0,1440
-180,0,180
-540,540,1080
-540,-540,0
-180,0,180
-540,0,540
-540,0,540
-900,0,900
-360,-180,180
-360,540,900
-180,360,540
-1980,-360,1620
-900,360,1260
-180,0,180
-540,0,540
-1980,0,1980
-720,-360,360
-360,-360,0
-1080,0,1080
-180,0,180
-1260,-540,720
-360,-180,180
-1980,-540,1440
-360,-180,180
-180,0,180
-540,-360,180
-900,-180,720
-540,0,540
-540,-180,360
-720,-180,540
-900,180,1080
-1260,-360,900
-540,180,720
-180,180,360
-360,180,540
-180,-180,0
-1440,-180,1260
-1260,-180,1080
-180,0,180
-540,0,540
0,0,0
-720,-180,540
-540,720,1260
-720,-360,360
-720,0,720
-540,180,720
-540,0,540
-1260,-180,1080
-1980,-540,1440
-540,360,900
-180,360,540
-1080,-180,900
-900,-900,0
-1080,-360,720
0,180,180
-360,0,360
-360,360,720
-180,-180,0
-360,180,540
-540,180,720
-180,0,180
-720,360,1080
-720,180,900
-1260,0,1260
-540,0,540
-1080,0,1080
-1800,-180,1620
-180,180,360
-1440,0,1440
-180,-180,0
-360,-180,180
-1800,-360,1440
-1800,0,1800
-1440,-180,1260
-180,180,360
-360,-180,180
-180,-180,0
-180,-180,0
-540,-180,360
-180,720,900
-180,0,180
-360,180,540
-360,-180,180
-540,0,540
-360,-180,180
-360,540,900
-180,360,540
-540,-180,360
-1440,0,1440
-720,180,900
-1260,0,1260
-540,180,720
-900,180,1080
-360,0,360
-1260,-180,1080
-360,-180,180
-180,360,540
-180,0,180
-900,180,1080
-1800,-180,1620
-360,540,900
-1800,360,2160
-360,180,540
-720,360,1080
0,0,0
-540,180,720
-1620,-360,1260
-540,-540,0
-540,180,720
-360,-180,180
-540,180,720
-900,-180,720
-900,-360,540
-1980,180,2160
-900,-360,540
-360,0,360
180,540,360
-1800,360,2160
-180,-360,-180
-540,0,540
-360,180,540
-540,180,720
-540,-360,180
-180,0,180
-720,360,1080
-1080,-180,900
-360,180,540
-360,-180,180
180,360,180
-1080,-540,540
-360,540,900
-1260,0,1260
-540,-360,180
-360,180,540
-360,0,360
-540,-180,360
-360,-180,180
-540,-360,180
-540,360,900
-720,-360,360
-1260,540,1800
-540,-180,360
-180,0,180
-1440,-360,1080
-720,0,720
-720,-180,540
-900,0,900
-360,180,540
-1800,-360,1440
0,0,0
-540,-180,360
0,0,0
-360,0,360
-180,0,180
-540,360,900
-1080,-180,900
-1080,180,1260
-360,0,360
0,360,360
-720,-180,540
-1980,540,2520
-360,360,720
-720,540,1260
0,0,0
0,0,0
-540,180,720
-180,0,180
-180,0,180
-360,360,720
-180,0,180
-540,0,540
-180,180,360
-720,-360,360
-1080,720,1800
-1080,360,1440
-900,-540,360
-1620,180,1800
-180,0,180
-540,0,540
0,0,0
-1440,180,1620
-1080,180,1260
-900,180,1080
0,0,0
-900,0,900
-540,360,900
-1260,-180,1080
-1620,0,1620
-1800,0,1800
0,180,180
-360,-180,180
-900,-180,720
-1440,180,1620
-1620,0,1620
-540,180,720
-180,0,180
0,0,0
-180,0,180
-720,0,720
-360,180,540
-720,360,1080
-1080,0,1080
-720,-360,360
0,0,0
-360,-180,180
